PlanId,BenefitName,Copay,Deductible,Coinsurance,CoverageLevel
43,Specialist,16.662308598729524,781.8385470445759,21%,Individual
747,Vision,45.11285505666482,737.8161797337589,12%,Individual
591,Physical Therapy,23.771430127395572,1355.9101516909345,24%,Individual
233,Vision,15.949356227504712,3072.6676851443426,29%,Family
410,Prescription,49.85375428384445,3202.915945317919,17%,Individual
713,Primary Care,19.17743370128917,2496.577958009094,26%,Family
496,Dental,12.573797820689956,3726.7320331968326,12%,Family
307,Mental Health,46.97564106342904,4749.310948275122,11%,Individual
276,Dental,16.52945569854621,2096.0386053589536,24%,Family
474,Specialist,11.487418209846982,3096.523671316643,17%,Individual
211,Dental,19.296547130372904,3152.006209950869,27%,Family
822,Prescription,17.197160093319766,1049.157374427084,23%,Individual
292,Prescription,18.082308110435537,2254.1219695458517,14%,Family
465,Vision,23.311258418918577,1268.1197153236321,17%,Family
243,Mental Health,23.80054215135679,4627.365976427981,17%,Individual
847,Emergency,39.28574570465458,3098.3371604604667,22%,Individual
421,Emergency,49.177210782410704,1278.728176582822,20%,Individual
365,Dental,41.23720325837454,3478.282343871618,15%,Family
794,Specialist,25.813525641383105,1661.3663333312084,28%,Family
918,Primary Care,20.218082465564223,2552.717016881268,21%,Individual
77,Primary Care,13.403389947024507,1197.6839564493848,11%,Family
39,Emergency,18.94445986903254,3016.7215635325565,10%,Family
920,Prescription,12.324614572753365,2541.7153880298274,15%,Family
930,Physical Therapy,40.643047970383535,3759.520146324463,23%,Individual
876,Prescription,30.73162890218964,1697.2665317241388,20%,Individual
76,Emergency,45.95573772997013,2583.953419075617,18%,Individual
579,Vision,37.25725671760608,1593.1151363207946,28%,Individual
422,Physical Therapy,15.220309995335821,835.1579099696671,18%,Individual
81,Mental Health,21.225154290783202,3490.695190443734,12%,Individual
436,Emergency,16.33849315210185,4627.03392976833,20%,Individual
150,Emergency,28.061154889181786,512.315054229044,16%,Family
263,Specialist,21.612032880166474,1088.0970263526256,18%,Individual
334,Primary Care,41.81859191006484,3253.7537943158354,21%,Individual
344,Emergency,17.24872008753436,2150.777922908036,24%,Family
727,Vision,27.89960957425734,4642.314326335021,24%,Family
48,Prescription,40.8606374909432,4360.808622419517,26%,Family
100,Mental Health,39.35650087737412,3079.691749024092,13%,Family
639,Specialist,40.29628118396384,3261.727816977437,21%,Individual
756,Specialist,27.75294602870867,2850.6979948391117,14%,Individual
366,Primary Care,12.501963902119044,1261.50384518616,15%,Individual
794,Specialist,23.633419087492964,2683.850004216439,22%,Family
795,Prescription,38.01790223067428,4852.467819424034,29%,Family
60,Emergency,49.05367573429709,569.5320642226602,30%,Individual
231,Mental Health,10.854179978174056,1873.3071360612223,14%,Family
666,Mental Health,31.513066434455194,4857.072840548572,29%,Individual
551,Dental,49.15437382680758,4408.043679804641,27%,Family
800,Mental Health,30.567060718015178,841.0375456208476,24%,Family
368,Physical Therapy,19.120201510640435,1730.1153231185406,11%,Family
357,Specialist,15.7949053739523,2632.5117471991425,27%,Family
76,Mental Health,21.76038449415023,3662.329309248915,23%,Family
999,Prescription,33.23869547693189,940.3716340280861,18%,Family
856,Mental Health,26.65029521610141,2341.1395550940624,25%,Family
349,Emergency,46.90373072437174,1222.9755911004918,14%,Individual
221,Specialist,20.927376611043165,4429.430026833862,25%,Individual
378,Physical Therapy,43.797112406791264,1870.6163682661813,16%,Family
654,Primary Care,31.905525532401924,4039.6796266832994,24%,Family
198,Primary Care,35.33396537139026,4388.603010187696,17%,Family
397,Physical Therapy,23.83696199330665,3921.759471181194,11%,Family
375,Prescription,44.88469369649838,1998.8813685207544,26%,Individual
871,Prescription,42.4482892222563,4417.751209146722,29%,Family
245,Mental Health,24.976090767809982,3966.676357033261,11%,Family
525,Dental,49.45497561512218,2935.6633406616984,22%,Family
941,Physical Therapy,15.102233927118771,3336.4987565987008,23%,Family
166,Dental,32.40028667208004,2522.321754575925,25%,Family
862,Emergency,12.053726424756025,1421.9271416141946,30%,Family
620,Emergency,17.128007057495566,2183.910908269893,11%,Individual
727,Physical Therapy,32.42711167844673,1914.2783672039682,21%,Individual
313,Emergency,32.157812926559465,2986.536829772116,22%,Family
195,Prescription,15.260297849892117,2510.822800436519,14%,Family
831,Physical Therapy,17.073472611757424,2210.2181618060104,15%,Individual
133,Dental,44.70522270264895,551.2663404040924,30%,Family
12,Vision,13.426214075406492,4348.363842941888,24%,Individual
633,Specialist,27.451448380331207,2486.182960067901,22%,Individual
312,Emergency,10.659602788274567,4584.940796007193,28%,Family
537,Physical Therapy,19.546872922156474,2652.4806172718268,15%,Individual
734,Mental Health,43.23183517638789,580.5760387609765,11%,Family
415,Prescription,40.34512676454177,3333.639302296787,17%,Individual
716,Dental,13.902472352537902,4723.419318567172,25%,Individual
286,Prescription,13.734327410075284,1808.4490862495945,14%,Individual
68,Primary Care,40.55274496622111,4413.009073929406,20%,Individual
945,Physical Therapy,31.74927245402454,3076.304435493857,29%,Family
201,Physical Therapy,22.24396259890691,4323.641272178327,17%,Individual
394,Specialist,13.970826239651583,1100.7498155776634,17%,Individual
10,Mental Health,12.885996991268097,3250.1798826311124,29%,Family
803,Mental Health,47.907815901086245,1343.0557326750431,30%,Individual
289,Emergency,43.8476808248669,4353.296439425081,24%,Family
986,Specialist,20.366398944298485,4353.8108892146965,14%,Family
667,Dental,17.594331854066027,1228.494367761315,16%,Family
372,Emergency,40.15469779060153,3646.37502330144,17%,Family
960,Dental,20.205001988511686,1675.1556821818278,21%,Individual
819,Specialist,47.44845581534132,2689.5926472737847,28%,Family
644,Vision,19.012452385639776,2374.1891476466462,17%,Family
76,Emergency,11.479910224275693,1820.7702503137502,21%,Individual
801,Specialist,24.579532378552223,3967.1963255231753,23%,Family
521,Vision,24.630831911038197,734.133500756145,18%,Family
961,Prescription,21.755641445970415,3169.8239100701376,15%,Family
323,Physical Therapy,32.77058056548272,1832.5850808258451,22%,Individual
559,Dental,32.61041048587827,1508.151883984285,27%,Individual
736,Emergency,35.02807475190932,1979.2509313954058,23%,Individual
741,Prescription,27.970245195069747,730.5387038082431,22%,Individual
860,Primary Care,15.875535801303773,2668.362937803935,14%,Family
15,Primary Care,47.111879696433604,2648.5430163774327,11%,Individual
365,Vision,21.430342894004184,951.6512030196745,11%,Family
665,Specialist,34.614742262376424,2168.8198001861438,23%,Individual
490,Primary Care,17.234325960278234,1448.3974460958805,26%,Family
36,Emergency,21.658988089386774,4032.3938436919316,17%,Individual
177,Specialist,10.229042175994735,536.0831121091364,19%,Individual
718,Mental Health,46.06523954447297,3717.682271107912,23%,Family
318,Emergency,27.60593807590456,2903.9840151427707,24%,Individual
276,Vision,10.540342166506257,1473.781224139389,21%,Family
663,Physical Therapy,39.60050820323964,3145.667291959203,25%,Individual
977,Specialist,10.117269874974188,1606.6251305565002,11%,Individual
827,Emergency,27.388929297863896,4360.9528695671615,29%,Family
332,Emergency,30.73989119635975,803.6469418814604,16%,Individual
977,Primary Care,44.219141807376744,4336.20278732545,26%,Family
738,Specialist,18.3840801837353,1890.1270072676593,15%,Individual
197,Emergency,43.360600685584366,1879.3570155737286,12%,Family
960,Prescription,34.48491730547112,1658.1419077986243,23%,Individual
491,Specialist,44.16358694553961,4257.231667707712,27%,Family
862,Prescription,43.229919043698686,1211.429412661542,18%,Individual
556,Physical Therapy,25.588714753532177,984.8953935605304,12%,Family
931,Physical Therapy,45.28896865154616,4625.53493962828,26%,Family
863,Dental,44.37042746988996,2792.6918493282865,29%,Family
4,Mental Health,34.73203977384045,3947.627724226119,27%,Family
621,Vision,46.20464408566435,4878.285694942602,26%,Family
972,Vision,16.384668863943993,2576.930162156656,21%,Individual
749,Mental Health,44.48998437353869,3927.650244150171,17%,Individual
266,Vision,11.567279540822257,4737.93493782469,20%,Individual
257,Physical Therapy,35.547629662378895,3854.325460233658,24%,Family
318,Vision,49.80432181108415,4598.0659830866125,23%,Individual
411,Prescription,12.06103173850182,661.0304022963516,21%,Family
678,Prescription,37.27382567018181,1493.5702875231832,18%,Family
857,Specialist,44.57547458879754,590.1544629594196,17%,Family
955,Prescription,37.69290581794932,3100.682070886655,16%,Individual
812,Specialist,27.378710483384804,4312.140371109255,29%,Individual
567,Specialist,11.338367730751319,4593.528627816172,26%,Family
745,Vision,17.23209820791684,3409.0960953634867,26%,Family
525,Mental Health,45.93397176296736,2134.096098555721,25%,Individual
868,Physical Therapy,26.93618047734371,3561.267624529263,11%,Individual
553,Dental,21.436566048428883,4961.019166142819,18%,Individual
9,Physical Therapy,37.09234490627901,4815.705624241748,22%,Individual
336,Physical Therapy,29.02738740628059,2544.469291128996,20%,Family
274,Specialist,11.586483120089245,4173.332701745707,13%,Family
133,Physical Therapy,49.60470724889635,3322.1801396365418,21%,Individual
514,Mental Health,35.21803718341776,4469.794541830002,17%,Individual
587,Mental Health,44.423510134117954,4957.648920528696,20%,Family
641,Dental,27.106691620266908,1435.8596014535342,27%,Family
510,Vision,25.71503628569744,3333.9019199936183,16%,Family
752,Vision,33.47072556018344,2052.9631486619273,28%,Individual
939,Physical Therapy,29.39829242410187,2519.683336430133,19%,Family
656,Primary Care,47.584264915898466,815.1225906046884,26%,Family
144,Vision,32.5543123167735,746.20540899004,29%,Individual
407,Prescription,19.808456990567077,1782.4243636239153,26%,Individual
950,Emergency,19.21173872234974,4364.845956897992,25%,Family
259,Specialist,49.574114688066025,2892.919570807374,29%,Family
786,Specialist,25.62050965710538,532.6640376954437,28%,Family
692,Specialist,40.904932099464546,4991.839345424673,23%,Family
77,Prescription,12.349317409313194,744.9778048275364,27%,Individual
568,Emergency,47.03151491002242,4467.004266747306,16%,Family
905,Mental Health,40.3593927612437,3349.72897606539,25%,Individual
624,Emergency,22.761972051547154,3522.4331683924693,13%,Family
588,Primary Care,10.800937827572747,1221.092758277114,21%,Family
627,Physical Therapy,12.901453922982547,1928.6341844580922,26%,Family
596,Vision,30.92671786076762,2643.346763520605,24%,Individual
405,Vision,44.35936657828968,2915.5863589687788,30%,Family
848,Dental,17.014421568451773,4869.356498196078,26%,Family
113,Specialist,42.66258158196991,1719.8820277485293,16%,Family
692,Emergency,27.953561505056832,3671.2839625572374,13%,Family
225,Mental Health,14.303048680610715,4924.84024579223,21%,Individual
979,Mental Health,15.756859028919031,1573.4956424480606,20%,Family
84,Mental Health,15.006821933273592,2495.4988634585943,15%,Individual
353,Specialist,28.083022472187366,2437.4674611275714,24%,Individual
445,Emergency,17.95399285904438,2227.4260343881583,27%,Individual
639,Vision,35.452619655841175,4490.672884540505,15%,Family
971,Mental Health,25.13971000973216,2355.740361554946,22%,Family
190,Prescription,23.72439442387914,4699.728991122054,26%,Individual
763,Vision,32.489009339011446,1050.5893646266554,25%,Individual
518,Primary Care,16.941762407326184,2827.1160133022727,14%,Family
745,Primary Care,27.41010653113299,2412.8670540877847,10%,Individual
482,Vision,41.811514160929164,4320.135991900721,27%,Individual
8,Emergency,31.598817990395943,2742.192130484159,11%,Individual
935,Emergency,48.143390983094385,832.324250217796,29%,Family
424,Dental,38.28061892566216,686.2222529545209,14%,Family
129,Vision,25.815584224416487,1370.199566557384,29%,Family
108,Prescription,29.478326946089226,4376.735357329275,15%,Individual
346,Physical Therapy,22.034685261827054,1105.9239324013772,26%,Family
300,Specialist,20.613579164595546,1914.026998964323,12%,Individual
926,Primary Care,39.24456788874078,3566.885314488315,20%,Family
375,Dental,37.81589409976448,3371.5959482864096,23%,Individual
685,Physical Therapy,33.18051660411422,1270.859528744432,20%,Individual
292,Dental,42.573894086562504,1224.3667159325532,25%,Individual
990,Physical Therapy,35.673436060032735,2205.438833998419,26%,Individual
31,Physical Therapy,14.074363595479706,2248.3255026338356,23%,Individual
158,Dental,34.03196789251898,3184.6102434869113,27%,Individual
306,Specialist,44.7198566486292,3057.299691614769,25%,Family
851,Primary Care,41.73820987792158,2904.3343198758944,30%,Family
714,Physical Therapy,44.912536558116386,4865.762061569961,17%,Family
790,Prescription,44.461490745343546,4608.426551576426,29%,Family
928,Mental Health,44.535224168889414,1242.0416789027265,25%,Family
332,Specialist,48.133532311077246,3705.4838761032665,11%,Individual
706,Physical Therapy,20.989289307826716,4360.056741191913,22%,Individual
218,Prescription,36.56786990666237,4406.177114534907,13%,Family
172,Specialist,20.29800908040376,3362.0234232297607,22%,Individual
818,Emergency,28.787531851016503,4323.831577014689,23%,Individual
71,Physical Therapy,44.5055527341569,3242.75004091102,21%,Family
84,Dental,15.492915886739166,987.184805188243,14%,Family
948,Primary Care,16.85977998885949,967.7012324199316,28%,Family
612,Physical Therapy,40.1903524612557,4913.318564534308,25%,Family
983,Vision,14.063032584147486,1442.6165440889336,23%,Individual
408,Prescription,10.256525995043617,2832.9525492471143,25%,Family
891,Prescription,24.63619763586275,4742.673328576639,21%,Family
24,Dental,33.150975245599724,2623.9588108286043,22%,Family
105,Vision,42.29861482540806,3259.13657564367,18%,Individual
803,Emergency,49.69167478829342,776.3987061389314,19%,Family
236,Specialist,27.625735623352785,816.542530037316,21%,Family
824,Prescription,14.653148674483782,902.9891564136384,25%,Individual
72,Dental,12.752945636021158,3206.703974399069,22%,Individual
656,Mental Health,46.97447349584145,2073.8518570946626,16%,Individual
871,Prescription,17.008674784481887,1169.474863208865,15%,Family
68,Physical Therapy,24.064893835923122,1051.896238201094,22%,Family
975,Mental Health,13.64345516186697,1501.0545149342547,18%,Individual
11,Specialist,44.759507965855875,3349.384266720215,23%,Individual
725,Physical Therapy,13.0062283338447,3614.868199295168,24%,Individual
918,Emergency,17.38756676594641,2319.3145455891877,17%,Family
779,Physical Therapy,22.84702989986974,922.0691380203866,13%,Family
164,Physical Therapy,48.228912024287006,4467.090442030798,20%,Family
413,Physical Therapy,39.67109802128871,3140.082839434498,29%,Individual
681,Emergency,42.47554322750611,936.8587760984717,23%,Family
493,Dental,26.09671989928507,4874.1427136134425,29%,Individual
276,Primary Care,12.415631233134024,1602.7973002993294,21%,Individual
252,Prescription,25.66463957859282,863.5558185346722,15%,Individual
796,Prescription,37.8535226478095,613.63389770715,12%,Individual
775,Prescription,35.38613960917214,500.84025035415993,27%,Family
961,Vision,23.77414291275681,1869.1644724507137,10%,Family
919,Physical Therapy,33.78091093417697,1648.772219946585,24%,Individual
545,Emergency,12.890963505222452,4222.1747162110505,19%,Individual
744,Vision,13.823636663273028,4629.347894010698,27%,Family
342,Specialist,14.363584673105198,4470.601434870008,24%,Family
761,Vision,33.26784345047928,1681.297564907494,23%,Individual
750,Physical Therapy,44.97100071342247,2692.557256350682,28%,Individual
956,Specialist,41.27251514122042,1874.811248290919,15%,Family
958,Emergency,45.656152576526104,4787.536306239188,20%,Individual
936,Emergency,18.88297932780675,4626.5693080343635,15%,Family
924,Dental,23.33620081020374,3628.725360178945,29%,Family
155,Prescription,31.99640366245081,4650.375900651032,17%,Family
340,Vision,27.93965668588904,3222.6249157549514,21%,Family
517,Vision,42.708446412860404,1914.8170889475296,26%,Individual
94,Dental,46.04263674865678,4218.221257182575,29%,Family
216,Vision,37.782674609173625,2222.630242961688,22%,Family
162,Dental,12.851501557549838,501.8719071135843,13%,Individual
958,Primary Care,38.98297592148312,2311.105165478656,18%,Family
611,Vision,26.016456905433092,550.1245551296112,24%,Individual
73,Mental Health,23.764971475872045,624.6488189615078,24%,Family
302,Specialist,18.870377029648218,3168.518936803924,25%,Individual
566,Emergency,45.95237620229171,2220.394042455058,14%,Family
425,Prescription,29.662682831995568,4649.531026433828,23%,Family
441,Mental Health,45.46478162795994,3694.575037834621,10%,Individual
811,Prescription,15.920767352511241,2622.212937083283,21%,Family
503,Mental Health,34.51633797204237,880.0496342971473,16%,Family
344,Mental Health,49.44078920034408,1607.259565944452,30%,Individual
9,Vision,41.833290952735396,2923.343823341379,12%,Individual
739,Emergency,29.053508690337203,1992.0406258384146,28%,Individual
840,Specialist,22.133376343868395,3421.5520946399893,19%,Family
868,Specialist,49.81286631701587,2954.205454765931,27%,Family
812,Mental Health,22.681476003902404,4106.054368761223,18%,Individual
599,Physical Therapy,19.826969664556138,1275.037147928159,29%,Individual
314,Primary Care,47.043563794348486,2334.748967429051,25%,Family
348,Vision,11.693023880526482,3230.9620430367763,24%,Family
239,Prescription,14.854685429035136,992.3828610814036,10%,Family
363,Prescription,20.74330341996035,2846.4568423365904,11%,Family
471,Mental Health,22.981393496297017,540.1001036453192,28%,Family
549,Physical Therapy,46.24622654269645,523.986895784694,13%,Individual
845,Physical Therapy,23.945419713095394,1587.9685331056742,20%,Individual
811,Primary Care,34.493253390780794,1662.4703960671352,20%,Individual
579,Emergency,45.40525450659472,3764.882651285077,21%,Family
919,Dental,32.786687390922154,4546.8072041175,28%,Individual
964,Emergency,36.16836809219335,2990.507756727564,14%,Family
506,Mental Health,15.159473258636403,4571.220814725704,25%,Individual
630,Primary Care,32.223565423595446,3855.941531632682,10%,Family
66,Vision,27.68948057041175,2103.5822815632064,25%,Individual
335,Prescription,23.96420550566428,1800.2782613660315,14%,Individual
925,Physical Therapy,34.19139803880023,3145.7687326276846,21%,Family
778,Dental,44.084664020499034,2390.328725564709,10%,Family
884,Mental Health,20.769674600988132,1774.3303598402176,26%,Individual
563,Specialist,31.43420819282342,3539.115459575832,27%,Family
568,Prescription,26.011910626866886,3124.3763810632367,20%,Family
516,Dental,21.740874538298062,2759.5690612137028,18%,Family
547,Vision,39.05139017900537,2802.9026847273162,11%,Individual
356,Dental,26.989777081316454,2389.6802721912964,18%,Individual
603,Specialist,24.452272628948165,646.1283712607396,10%,Family
133,Emergency,38.0058243446405,933.3451799955258,21%,Family
904,Dental,19.373988559039212,667.4725202656616,29%,Individual
325,Emergency,45.29922903956859,4443.197998081037,20%,Individual
183,Emergency,47.26018651051173,1274.5786172465469,18%,Family
368,Emergency,20.003959014435246,2990.8301458489423,20%,Family
988,Physical Therapy,42.210812565809675,745.2437760871624,16%,Family
931,Dental,40.29301302055659,1960.9895077807864,26%,Individual
565,Prescription,19.879100003446727,1624.9360662500358,21%,Family
513,Emergency,47.91727554167996,1702.8221961177094,23%,Individual
936,Specialist,10.449266637045898,500.54693175675413,26%,Individual
560,Prescription,21.3927989076369,3234.3705720728394,11%,Family
295,Prescription,47.561232744371,1871.8061766935073,24%,Family
509,Vision,19.284746447503508,3303.3461240835545,28%,Family
826,Emergency,12.322450718037675,2754.405021426142,19%,Individual
98,Vision,13.042043778824581,2507.206132317224,13%,Individual
686,Physical Therapy,27.669866254698206,4801.830880640177,20%,Family
798,Primary Care,39.497710580477815,1232.1318481105973,11%,Family
100,Dental,29.985649160472747,2746.356077722197,15%,Individual
914,Vision,27.452263423402027,3299.7261678301907,25%,Family
814,Prescription,29.262097945816002,3943.1317434646107,23%,Individual
380,Vision,24.192568630571593,2608.835096485474,22%,Individual
974,Dental,29.9314646413388,1192.6243419195926,18%,Individual
18,Dental,48.866910055947265,2676.373659363022,28%,Individual
961,Primary Care,27.970919949977976,1285.4286830646379,23%,Individual
185,Emergency,48.53643046180941,3470.8910771815995,16%,Family
970,Vision,48.07900046526791,1039.4830389865565,19%,Family
597,Mental Health,20.6368189947693,4420.344349082085,18%,Individual
391,Specialist,37.72538147615162,1018.0601333996075,30%,Family
215,Mental Health,45.053356634440334,607.5136897255485,26%,Individual
745,Mental Health,26.529647353640975,956.9675289253646,21%,Individual
442,Emergency,49.969839044026344,2646.041481271085,17%,Individual
240,Physical Therapy,42.21952055176908,2990.4804609549747,28%,Individual
69,Vision,30.615677601651615,1266.9708912971987,17%,Individual
500,Vision,37.55013880785352,4339.557174706473,29%,Family
862,Primary Care,31.446515971523034,944.3657430833769,25%,Individual
155,Mental Health,31.24749511543881,1072.5133173551708,24%,Individual
252,Emergency,37.12792308699588,3361.3199723098437,21%,Individual
113,Primary Care,25.041839231383012,815.1048030530742,19%,Individual
836,Specialist,28.044065028645452,2965.267435203855,17%,Family
590,Dental,47.518018477308075,3051.4808013317906,13%,Family
645,Prescription,34.72179705051219,1256.5249329026838,11%,Individual
681,Physical Therapy,10.88959037377293,4761.066678136468,16%,Family
473,Primary Care,41.11395985637837,1349.027608113096,22%,Individual
299,Prescription,37.22708739018962,1726.3017279880712,27%,Individual
808,Primary Care,19.336682309194778,2027.0009995647363,18%,Family
435,Vision,27.5586390181386,3405.441792532022,21%,Individual
673,Dental,11.744870298775464,2097.9246851475673,20%,Individual
266,Physical Therapy,24.244516262432903,1847.0187469480504,28%,Family
437,Emergency,39.44562657419959,525.1090757550841,24%,Family
660,Primary Care,28.4871546875455,1405.5644514426342,24%,Individual
583,Prescription,27.137987417571434,3991.991788506701,28%,Family
420,Mental Health,16.409169947001775,4741.165109402584,11%,Family
689,Prescription,35.36353970208462,2644.3930053432464,25%,Individual
916,Specialist,26.760586274298653,1628.655721974517,24%,Individual
479,Vision,17.211136785850286,1153.536852685818,12%,Family
373,Primary Care,17.31635713687407,4601.49136333636,25%,Family
56,Mental Health,44.214750060689575,3201.8262376172397,19%,Individual
505,Vision,25.902999246220993,4537.767212764469,24%,Individual
371,Physical Therapy,22.41469053281719,1744.3189412241175,22%,Family
528,Primary Care,45.335422710522366,3376.441160779308,27%,Individual
792,Physical Therapy,13.458247580017506,3636.2512968409337,16%,Family
16,Dental,41.17105394438046,3170.0725145660494,27%,Individual
772,Specialist,19.47066738893358,2570.1527948281037,16%,Individual
840,Mental Health,16.285099232919606,3395.592077971082,16%,Family
257,Mental Health,49.29696004587405,3999.0633085837867,16%,Family
762,Prescription,38.40386473370295,1167.2093591496923,14%,Family
98,Dental,49.32878096083316,1504.3013598063862,29%,Individual
697,Emergency,37.621190231973415,3840.753786770412,28%,Individual
632,Emergency,42.68625097700057,1342.5040932417548,13%,Family
613,Dental,37.89183529359246,4879.5972157899005,12%,Family
221,Mental Health,16.288799605529167,4582.176849435342,21%,Family
122,Specialist,37.965415513084636,3634.9790663955428,16%,Family
282,Emergency,16.430043160882285,1153.033168824262,11%,Individual
897,Emergency,17.875621253714016,1406.8360577112921,12%,Individual
4,Vision,44.07721463566296,1272.1245216646475,23%,Individual
967,Vision,22.249402974748946,3603.5484915845173,14%,Family
98,Physical Therapy,47.81162566662368,1720.009515877225,24%,Individual
155,Emergency,42.745861106265664,873.3873527957549,30%,Individual
613,Primary Care,38.99853159523238,1872.7906650497548,24%,Individual
869,Prescription,44.136850591908605,4946.905562728841,19%,Family
816,Dental,41.16231971352887,3359.818274402746,13%,Individual
659,Physical Therapy,31.7560127312748,2300.597912724842,26%,Individual
638,Mental Health,43.77443367897707,2745.083448401695,14%,Family
617,Prescription,23.363587962332506,3381.710353918326,11%,Family
124,Mental Health,47.89886371995608,4549.101838052104,16%,Individual
425,Vision,46.75754826812303,1390.6670568846816,18%,Family
732,Prescription,19.234283230708883,3915.207515522698,30%,Individual
144,Physical Therapy,49.52912951255083,3597.659627218877,21%,Family
2,Mental Health,31.112640967859733,4500.332794114653,26%,Family
291,Physical Therapy,19.299431155631368,4036.428171363083,28%,Individual
637,Specialist,32.3945745739987,2034.1268816571774,19%,Family
379,Specialist,49.22930579274026,4735.4008018630175,17%,Individual
462,Emergency,39.784286909304285,2092.0709101173225,12%,Family
453,Prescription,29.91059214464839,1308.5829900812641,11%,Family
26,Vision,26.414134764097888,1232.0696693768464,16%,Individual
521,Prescription,41.05636962021571,4415.49459624669,18%,Family
672,Primary Care,31.374960127208738,1057.4746012260903,30%,Family
348,Specialist,34.42345095141046,3207.0157218193995,24%,Individual
700,Emergency,28.185798548460298,832.8241171052819,20%,Family
233,Dental,24.89716876112661,2144.289072883104,27%,Individual
641,Emergency,34.717568578604606,2892.746400184483,23%,Family
238,Physical Therapy,38.24710797579357,4634.494119475952,15%,Family
826,Physical Therapy,16.296863912199427,591.4636996133039,28%,Family
928,Vision,39.95250507707292,1887.187908503714,21%,Family
998,Primary Care,43.431132085029816,3729.188186194744,17%,Family
77,Prescription,38.97231868965873,3071.9948914442543,14%,Family
652,Dental,37.20586346856152,2947.545977478435,19%,Individual
626,Dental,24.303595680471886,1404.5444076376054,18%,Family
585,Prescription,16.52983555534728,2178.214669965838,12%,Family
276,Mental Health,13.62323561418346,3411.817229887677,29%,Family
249,Specialist,28.79055385290868,3982.4889066244828,19%,Individual
278,Dental,47.29083353074774,1574.702940804474,21%,Family
293,Dental,47.059192325525586,1471.2821164739398,23%,Family
747,Mental Health,26.67025870338182,4664.102374798064,18%,Family
455,Dental,27.17572496601371,3470.439962290985,13%,Individual
100,Vision,35.591183635260464,2800.6641765696813,23%,Family
831,Dental,35.33946800316022,4579.506494800884,21%,Family
937,Mental Health,20.578696225899797,1113.7399244901346,16%,Individual
342,Mental Health,27.089454202378302,2400.8500613784677,12%,Family
292,Emergency,21.165768079541827,523.7570221565929,22%,Family
520,Prescription,11.60760100765588,4950.980657205849,24%,Individual
564,Physical Therapy,16.564729254733365,4360.287237732466,13%,Family
844,Physical Therapy,42.52973280883185,1414.1080666798523,13%,Family
619,Dental,22.604825473658718,3470.894328826506,13%,Family
330,Prescription,37.500595699848,2396.563927261871,11%,Family
223,Vision,29.61755595472258,3475.786480823126,15%,Family
183,Physical Therapy,20.235285320053485,3754.3356032158445,10%,Family
564,Primary Care,40.745642839769346,3742.7027574505755,24%,Individual
2,Physical Therapy,17.950879414801328,1828.4035147162876,19%,Family
853,Prescription,32.97108680946371,631.4204731337448,11%,Individual
68,Dental,15.1549042357219,820.021525510636,21%,Family
925,Specialist,23.99396159355095,2032.1774445192477,21%,Individual
555,Emergency,33.5264295462995,1070.2393998482034,13%,Family
476,Emergency,28.360214318899754,2968.597090620857,23%,Family
358,Prescription,33.457698378060726,1275.8697700179675,16%,Family
662,Mental Health,19.160050600717465,4348.231011024725,16%,Individual
631,Vision,47.77180005447541,2141.7459432565383,23%,Family
382,Dental,35.71641207370973,2386.315191196705,25%,Individual
782,Dental,41.945600213420065,1571.6851972625511,16%,Individual
407,Physical Therapy,12.93071190679385,3619.5528081419097,14%,Individual
583,Physical Therapy,21.814679749509253,4637.08484583288,22%,Individual
29,Specialist,42.20304659716901,2699.6650240341855,21%,Individual
993,Specialist,36.6316360036912,2306.9014249779734,24%,Individual
179,Mental Health,41.56503142810722,1675.9379706247116,11%,Family
273,Prescription,13.673500008072095,2780.2847957603185,25%,Individual
564,Emergency,26.010141298119926,3929.089621053676,21%,Family
410,Physical Therapy,16.325067798986552,4442.126947239178,12%,Individual
210,Vision,49.6561176523801,4551.005833132223,21%,Family
963,Mental Health,31.27541234312945,1103.8073957786128,14%,Individual
819,Dental,41.8930062763191,596.7244877353245,12%,Family
57,Dental,23.15721469712345,4396.654597584301,12%,Individual
746,Mental Health,26.66914734439983,4037.4039139439396,22%,Family
70,Dental,14.533581371387449,4634.431114070352,26%,Individual
802,Dental,38.920577979679955,2553.5037688484595,23%,Family
923,Dental,29.18741309323513,4900.548416972497,26%,Individual
272,Dental,26.853670390389695,3817.215234270436,19%,Individual
429,Emergency,18.07362756971345,1614.982405228215,24%,Family
642,Vision,27.347446515826483,3134.212105814236,17%,Family
645,Mental Health,23.1594100638292,3666.1199454444386,21%,Individual
696,Specialist,36.3627698568078,809.2906412945308,22%,Individual
718,Mental Health,30.315640813831244,4586.946979302013,19%,Family
608,Dental,47.710393001450214,2886.9810679657876,13%,Family
536,Dental,37.83300820051527,3476.498366203871,12%,Individual
99,Mental Health,38.813183590377676,1357.5886899418103,20%,Family
228,Dental,38.90885053899498,3294.886577032151,30%,Family
344,Vision,42.37119264254334,2160.863231425588,26%,Family
101,Vision,22.38057718651646,2920.2679398405808,19%,Individual
623,Prescription,21.826545387506897,931.6127130034893,18%,Family
20,Specialist,42.78317346448154,2742.722050504542,26%,Family
444,Vision,48.42904275361285,590.619181974735,19%,Family
850,Physical Therapy,26.69584848014174,1752.509813363346,24%,Family
889,Primary Care,35.570995855899014,4828.187773400778,26%,Family
