PlanId,PlanMarketingName,MetalLevel,PlanType,MarketCoverage,ChildOnlyOffering,IsHSAEligible,IsNewPlan,IsGuaranteedRate,WellnessProgramOffered,DiseaseManagementProgramsOffered,OutOfCountryCoverage,OutOfServiceAreaCoverage,SpecialistRequiringReferral,IssuerActuarialValue,StateCode,ServiceAreaId,NetworkId,StandardComponentId,DentalOnlyPlan,IsNoticeRequiredForPregnancy
367,Plan 367,Bronze,HMO,Child-only,Yes,Yes,Yes,Yes,No,No,Yes,No,No,65.0%,GA,TXS001,PAN001,000367,Yes,No
368,Plan 368,Silver,EPO,Individual,No,Yes,No,No,No,No,Yes,Yes,No,70.7%,NY,OHS001,CAN001,000368,Yes,No
369,Plan 369,Gold,HMO,Individual,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,82.0%,FL,CAS001,GAN001,000369,Yes,No
370,Plan 370,Bronze,HMO,Child-only,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,87.8%,GA,OHS001,NYN001,000370,Yes,No
371,Plan 371,Silver,PPO,Individual,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,61.3%,PA,OHS001,GAN001,000371,Yes,No
372,Plan 372,Silver,HMO,Child-only,Yes,Yes,No,Yes,No,No,Yes,No,Yes,82.7%,CA,MIS001,FLN001,000372,No,Yes
373,Plan 373,Bronze,PPO,Child-only,No,Yes,Yes,No,No,Yes,Yes,No,Yes,60.3%,TX,GAS001,TXN001,000373,Yes,Yes
374,Plan 374,Bronze,EPO,Individual,Yes,No,No,No,No,No,No,Yes,Yes,86.2%,PA,OHS001,GAN001,000374,Yes,No
375,Plan 375,Silver,HMO,Individual,No,No,No,No,Yes,Yes,No,No,No,68.7%,MI,MIS001,NCN001,000375,No,Yes
376,Plan 376,Platinum,EPO,Family,Yes,No,Yes,No,Yes,Yes,No,No,No,83.1%,MI,OHS001,TXN001,000376,No,No
377,Plan 377,Bronze,EPO,Family,No,No,Yes,No,Yes,Yes,No,No,Yes,85.7%,NC,ILS001,GAN001,000377,No,Yes
378,Plan 378,Bronze,HMO,Family,Yes,Yes,No,Yes,No,Yes,No,No,Yes,80.5%,PA,FLS001,FLN001,000378,No,Yes
379,Plan 379,Silver,PPO,Child-only,No,Yes,No,No,No,Yes,Yes,No,No,87.9%,NC,FLS001,PAN001,000379,No,Yes
380,Plan 380,Platinum,PPO,Child-only,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,60.2%,IL,NCS001,CAN001,000380,No,No
381,Plan 381,Platinum,PPO,Child-only,No,Yes,Yes,No,No,No,Yes,No,Yes,74.3%,CA,FLS001,GAN001,000381,No,Yes
382,Plan 382,Bronze,HMO,Family,No,No,No,No,Yes,Yes,No,Yes,No,82.3%,NC,GAS001,MIN001,000382,No,No
383,Plan 383,Bronze,HMO,Child-only,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,74.6%,OH,MIS001,TXN001,000383,No,No
384,Plan 384,Gold,EPO,Individual,No,Yes,No,Yes,Yes,No,No,No,Yes,78.3%,MI,FLS001,MIN001,000384,Yes,No
385,Plan 385,Bronze,PPO,Individual,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,78.5%,FL,MIS001,MIN001,000385,No,No
386,Plan 386,Silver,HMO,Family,Yes,No,No,Yes,Yes,Yes,No,No,Yes,83.7%,CA,CAS001,CAN001,000386,Yes,No
387,Plan 387,Bronze,HMO,Individual,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,88.9%,GA,PAS001,NCN001,000387,No,Yes
388,Plan 388,Silver,HMO,Family,Yes,Yes,No,No,No,No,Yes,Yes,Yes,60.7%,IL,NCS001,GAN001,000388,Yes,Yes
389,Plan 389,Platinum,HMO,Child-only,Yes,No,No,No,No,Yes,No,Yes,Yes,80.5%,TX,GAS001,MIN001,000389,Yes,No
390,Plan 390,Silver,EPO,Child-only,Yes,Yes,No,No,No,No,No,No,Yes,83.8%,OH,ILS001,TXN001,000390,Yes,Yes
391,Plan 391,Bronze,PPO,Family,Yes,No,No,No,No,No,No,No,Yes,78.7%,MI,MIS001,NYN001,000391,No,No
392,Plan 392,Platinum,HMO,Family,No,Yes,Yes,Yes,Yes,No,Yes,No,No,82.1%,FL,MIS001,NYN001,000392,No,No
393,Plan 393,Platinum,PPO,Individual,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,89.1%,FL,MIS001,CAN001,000393,No,Yes
394,Plan 394,Silver,EPO,Individual,Yes,Yes,No,Yes,Yes,No,No,No,Yes,63.9%,OH,TXS001,OHN001,000394,Yes,Yes
395,Plan 395,Bronze,HMO,Child-only,No,No,Yes,No,No,No,Yes,No,Yes,71.2%,NY,NYS001,GAN001,000395,Yes,Yes
396,Plan 396,Bronze,EPO,Family,Yes,No,Yes,No,No,Yes,No,Yes,No,77.1%,NC,FLS001,ILN001,000396,Yes,No
397,Plan 397,Bronze,EPO,Child-only,No,Yes,No,Yes,No,No,No,No,No,87.8%,NC,GAS001,TXN001,000397,Yes,No
398,Plan 398,Platinum,HMO,Family,No,Yes,No,No,No,Yes,Yes,Yes,No,71.2%,GA,ILS001,TXN001,000398,Yes,No
399,Plan 399,Silver,EPO,Child-only,No,No,No,Yes,No,Yes,No,Yes,No,86.3%,TX,FLS001,PAN001,000399,Yes,No
400,Plan 400,Bronze,PPO,Child-only,Yes,Yes,No,No,No,Yes,Yes,No,No,88.7%,PA,TXS001,ILN001,000400,Yes,Yes
401,Plan 401,Platinum,PPO,Child-only,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,71.6%,GA,NYS001,PAN001,000401,No,No
402,Plan 402,Platinum,PPO,Individual,No,No,Yes,No,No,Yes,No,Yes,No,88.7%,NC,TXS001,PAN001,000402,No,Yes
403,Plan 403,Gold,PPO,Child-only,Yes,No,Yes,No,No,No,Yes,No,Yes,80.2%,TX,TXS001,MIN001,000403,Yes,Yes
404,Plan 404,Gold,HMO,Individual,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,72.2%,OH,NCS001,OHN001,000404,No,No
405,Plan 405,Platinum,EPO,Child-only,Yes,No,Yes,No,No,No,Yes,No,Yes,78.0%,CA,MIS001,TXN001,000405,No,No
406,Plan 406,Gold,PPO,Child-only,No,Yes,Yes,No,Yes,Yes,No,No,Yes,65.3%,CA,NYS001,MIN001,000406,Yes,Yes
407,Plan 407,Gold,EPO,Child-only,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,89.7%,PA,OHS001,CAN001,000407,Yes,Yes
408,Plan 408,Platinum,PPO,Child-only,Yes,Yes,No,No,Yes,Yes,No,Yes,No,82.4%,GA,FLS001,FLN001,000408,Yes,Yes
409,Plan 409,Silver,EPO,Individual,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,78.0%,NY,NYS001,GAN001,000409,Yes,No
410,Plan 410,Gold,PPO,Child-only,Yes,No,Yes,Yes,No,No,No,Yes,Yes,60.4%,OH,CAS001,ILN001,000410,No,Yes
411,Plan 411,Platinum,HMO,Family,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,70.9%,GA,MIS001,OHN001,000411,No,Yes
412,Plan 412,Silver,HMO,Individual,Yes,Yes,Yes,No,No,No,No,Yes,Yes,79.6%,NC,MIS001,NCN001,000412,No,Yes
413,Plan 413,Gold,EPO,Family,Yes,No,No,Yes,No,Yes,No,Yes,Yes,85.4%,FL,TXS001,PAN001,000413,Yes,No
414,Plan 414,Silver,EPO,Child-only,Yes,No,Yes,No,Yes,Yes,No,No,No,60.0%,NY,OHS001,CAN001,000414,Yes,Yes
415,Plan 415,Gold,PPO,Individual,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,87.8%,CA,CAS001,ILN001,000415,Yes,No
416,Plan 416,Platinum,EPO,Individual,Yes,Yes,No,No,Yes,Yes,No,No,Yes,79.3%,NC,GAS001,MIN001,000416,Yes,Yes
417,Plan 417,Gold,PPO,Family,No,No,No,Yes,Yes,No,Yes,Yes,Yes,73.6%,CA,NYS001,NCN001,000417,Yes,Yes
418,Plan 418,Bronze,PPO,Child-only,No,No,No,No,Yes,No,Yes,No,Yes,67.8%,GA,ILS001,CAN001,000418,Yes,Yes
419,Plan 419,Bronze,HMO,Child-only,No,No,Yes,No,No,No,No,No,Yes,87.6%,NC,PAS001,NYN001,000419,No,No
420,Plan 420,Platinum,HMO,Child-only,No,No,No,No,Yes,No,No,Yes,No,83.7%,IL,NCS001,OHN001,000420,Yes,Yes
421,Plan 421,Platinum,PPO,Individual,No,No,No,Yes,No,No,No,Yes,Yes,63.8%,NY,CAS001,NYN001,000421,Yes,No
422,Plan 422,Silver,HMO,Individual,No,Yes,Yes,Yes,No,Yes,No,No,No,65.3%,OH,CAS001,OHN001,000422,No,No
423,Plan 423,Platinum,PPO,Individual,No,No,Yes,Yes,No,No,Yes,No,No,85.9%,FL,FLS001,NYN001,000423,No,No
424,Plan 424,Silver,EPO,Individual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,86.4%,MI,TXS001,MIN001,000424,No,No
425,Plan 425,Gold,HMO,Individual,No,No,Yes,Yes,Yes,No,Yes,Yes,No,73.7%,NC,ILS001,CAN001,000425,No,No
426,Plan 426,Silver,PPO,Family,Yes,No,Yes,No,No,Yes,No,No,No,79.4%,CA,NCS001,ILN001,000426,No,Yes
427,Plan 427,Platinum,PPO,Individual,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,84.3%,OH,ILS001,NCN001,000427,No,No
428,Plan 428,Bronze,EPO,Individual,Yes,No,No,Yes,No,Yes,No,No,Yes,65.4%,MI,CAS001,MIN001,000428,Yes,Yes
429,Plan 429,Gold,PPO,Individual,Yes,Yes,No,No,Yes,No,Yes,No,Yes,66.2%,NY,NYS001,OHN001,000429,No,No
430,Plan 430,Gold,EPO,Individual,No,No,Yes,No,No,No,No,No,No,79.6%,OH,GAS001,NCN001,000430,Yes,No
431,Plan 431,Gold,PPO,Individual,Yes,No,Yes,No,Yes,Yes,No,No,Yes,80.1%,NY,FLS001,MIN001,000431,No,Yes
432,Plan 432,Gold,PPO,Family,No,No,No,Yes,Yes,Yes,Yes,Yes,No,61.9%,OH,MIS001,TXN001,000432,No,No
433,Plan 433,Platinum,HMO,Family,No,No,No,Yes,Yes,Yes,No,No,No,71.5%,CA,GAS001,NCN001,000433,No,Yes
434,Plan 434,Bronze,EPO,Individual,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,70.9%,OH,NCS001,MIN001,000434,No,No
435,Plan 435,Silver,HMO,Family,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,74.3%,TX,FLS001,TXN001,000435,No,Yes
436,Plan 436,Silver,PPO,Family,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,82.9%,IL,ILS001,OHN001,000436,Yes,No
437,Plan 437,Bronze,PPO,Individual,No,No,Yes,No,No,No,No,No,Yes,74.1%,NY,ILS001,CAN001,000437,No,No
438,Plan 438,Silver,EPO,Family,Yes,Yes,No,Yes,No,No,Yes,Yes,No,71.1%,OH,FLS001,FLN001,000438,Yes,No
439,Plan 439,Gold,EPO,Individual,No,Yes,Yes,No,No,Yes,No,No,Yes,60.4%,OH,CAS001,ILN001,000439,No,No
440,Plan 440,Silver,HMO,Child-only,Yes,No,No,No,No,No,No,Yes,Yes,74.6%,TX,CAS001,NYN001,000440,No,Yes
441,Plan 441,Silver,HMO,Child-only,No,Yes,No,No,No,No,No,Yes,Yes,87.0%,NY,FLS001,NYN001,000441,No,No
442,Plan 442,Silver,PPO,Family,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,72.3%,CA,MIS001,FLN001,000442,No,No
443,Plan 443,Bronze,PPO,Individual,Yes,Yes,No,No,No,No,Yes,Yes,No,79.8%,TX,NYS001,GAN001,000443,Yes,No
444,Plan 444,Silver,HMO,Child-only,Yes,Yes,No,No,No,No,Yes,No,Yes,74.5%,MI,GAS001,NYN001,000444,No,No
445,Plan 445,Platinum,EPO,Family,Yes,Yes,No,No,Yes,No,Yes,No,No,63.6%,IL,FLS001,OHN001,000445,Yes,No
446,Plan 446,Gold,EPO,Individual,No,Yes,No,No,Yes,No,No,Yes,No,71.8%,GA,NCS001,PAN001,000446,Yes,No
447,Plan 447,Bronze,EPO,Individual,No,Yes,No,Yes,Yes,No,No,Yes,No,63.9%,CA,PAS001,NYN001,000447,Yes,No
448,Plan 448,Gold,PPO,Child-only,No,Yes,No,No,Yes,No,Yes,No,No,78.2%,MI,NYS001,FLN001,000448,No,No
449,Plan 449,Bronze,EPO,Family,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,79.8%,NY,ILS001,PAN001,000449,Yes,No
450,Plan 450,Gold,EPO,Child-only,No,Yes,Yes,Yes,No,No,No,No,No,89.4%,MI,FLS001,PAN001,000450,No,No
451,Plan 451,Gold,EPO,Individual,No,No,Yes,No,Yes,Yes,No,Yes,Yes,62.3%,PA,PAS001,PAN001,000451,No,No
452,Plan 452,Platinum,HMO,Family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,69.7%,PA,NYS001,FLN001,000452,No,Yes
453,Plan 453,Silver,EPO,Individual,Yes,No,No,Yes,No,No,Yes,Yes,Yes,86.0%,GA,TXS001,OHN001,000453,No,Yes
454,Plan 454,Silver,HMO,Family,Yes,No,Yes,Yes,No,No,Yes,Yes,No,74.4%,GA,NCS001,FLN001,000454,Yes,No
455,Plan 455,Bronze,EPO,Individual,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,69.9%,IL,TXS001,GAN001,000455,No,No
456,Plan 456,Bronze,PPO,Individual,Yes,Yes,Yes,No,No,No,No,No,No,64.3%,NC,PAS001,FLN001,000456,Yes,No
457,Plan 457,Gold,EPO,Family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,83.0%,TX,TXS001,PAN001,000457,Yes,No
458,Plan 458,Bronze,PPO,Individual,Yes,Yes,No,No,No,No,No,No,No,69.1%,GA,ILS001,PAN001,000458,Yes,No
459,Plan 459,Platinum,EPO,Child-only,No,No,Yes,No,No,No,No,Yes,No,72.7%,PA,MIS001,NYN001,000459,Yes,No
460,Plan 460,Gold,EPO,Family,Yes,Yes,Yes,No,No,No,No,Yes,No,62.0%,GA,OHS001,CAN001,000460,Yes,Yes
461,Plan 461,Silver,EPO,Family,No,No,No,Yes,No,No,Yes,No,No,84.6%,TX,TXS001,MIN001,000461,No,Yes
462,Plan 462,Gold,HMO,Family,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,78.1%,CA,NYS001,TXN001,000462,No,No
463,Plan 463,Silver,EPO,Child-only,Yes,No,No,No,No,Yes,Yes,No,No,70.9%,TX,CAS001,PAN001,000463,Yes,No
464,Plan 464,Bronze,HMO,Individual,Yes,Yes,No,Yes,No,No,No,Yes,No,61.7%,CA,NCS001,MIN001,000464,Yes,Yes
465,Plan 465,Platinum,EPO,Individual,Yes,Yes,No,Yes,No,No,No,No,No,85.1%,NY,TXS001,CAN001,000465,Yes,No
466,Plan 466,Platinum,EPO,Child-only,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,87.0%,PA,CAS001,MIN001,000466,Yes,Yes
467,Plan 467,Bronze,EPO,Family,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,85.6%,NC,NCS001,TXN001,000467,No,Yes
468,Plan 468,Gold,EPO,Family,No,No,No,Yes,Yes,No,No,No,Yes,66.1%,FL,MIS001,NYN001,000468,Yes,No
469,Plan 469,Gold,HMO,Child-only,Yes,Yes,No,Yes,Yes,No,No,Yes,No,81.2%,TX,MIS001,TXN001,000469,Yes,No
470,Plan 470,Bronze,EPO,Individual,Yes,Yes,No,No,Yes,Yes,No,Yes,No,78.7%,NC,MIS001,CAN001,000470,No,No
471,Plan 471,Gold,PPO,Family,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,67.7%,IL,FLS001,CAN001,000471,Yes,Yes
472,Plan 472,Gold,HMO,Family,No,No,Yes,Yes,Yes,Yes,No,No,No,67.3%,GA,ILS001,NYN001,000472,No,No
473,Plan 473,Silver,PPO,Family,Yes,Yes,Yes,No,No,No,Yes,Yes,No,68.7%,TX,MIS001,MIN001,000473,No,No
474,Plan 474,Silver,HMO,Individual,No,No,No,No,No,Yes,No,Yes,No,65.0%,CA,OHS001,NYN001,000474,No,Yes
475,Plan 475,Platinum,PPO,Individual,Yes,Yes,No,No,Yes,No,No,Yes,No,76.7%,OH,FLS001,OHN001,000475,Yes,No
476,Plan 476,Silver,PPO,Family,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,75.4%,FL,GAS001,FLN001,000476,No,Yes
477,Plan 477,Gold,HMO,Individual,Yes,Yes,Yes,Yes,No,No,No,Yes,No,67.8%,NC,NYS001,FLN001,000477,No,No
478,Plan 478,Silver,HMO,Individual,Yes,No,Yes,Yes,No,No,Yes,Yes,No,63.8%,OH,GAS001,NCN001,000478,No,Yes
479,Plan 479,Bronze,EPO,Individual,No,Yes,No,No,No,No,No,Yes,Yes,78.2%,CA,PAS001,CAN001,000479,No,No
480,Plan 480,Silver,EPO,Individual,No,Yes,Yes,No,No,No,Yes,No,Yes,72.0%,FL,TXS001,ILN001,000480,Yes,Yes
481,Plan 481,Bronze,EPO,Individual,Yes,No,No,No,Yes,No,No,Yes,No,70.2%,OH,CAS001,MIN001,000481,Yes,Yes
482,Plan 482,Bronze,EPO,Individual,Yes,No,No,Yes,No,No,Yes,Yes,No,73.0%,FL,GAS001,TXN001,000482,No,Yes
483,Plan 483,Bronze,HMO,Individual,No,No,No,Yes,Yes,Yes,Yes,Yes,No,88.9%,NC,FLS001,TXN001,000483,No,No
484,Plan 484,Gold,EPO,Individual,Yes,No,No,No,No,Yes,No,Yes,No,67.2%,TX,ILS001,CAN001,000484,No,Yes
485,Plan 485,Platinum,PPO,Individual,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,74.9%,TX,NCS001,CAN001,000485,No,Yes
486,Plan 486,Bronze,PPO,Individual,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,86.1%,OH,FLS001,OHN001,000486,No,Yes
487,Plan 487,Gold,PPO,Child-only,No,Yes,Yes,No,No,No,Yes,No,No,79.4%,TX,NYS001,MIN001,000487,Yes,Yes
488,Plan 488,Platinum,HMO,Individual,No,No,Yes,Yes,No,Yes,No,Yes,No,72.1%,OH,GAS001,TXN001,000488,Yes,Yes
489,Plan 489,Silver,EPO,Family,Yes,Yes,No,Yes,Yes,Yes,No,No,No,83.0%,PA,MIS001,TXN001,000489,Yes,No
490,Plan 490,Bronze,HMO,Family,No,Yes,Yes,Yes,Yes,Yes,No,No,No,75.3%,FL,PAS001,PAN001,000490,Yes,No
491,Plan 491,Bronze,EPO,Individual,No,No,Yes,No,Yes,No,Yes,Yes,No,82.0%,NY,ILS001,TXN001,000491,No,No
492,Plan 492,Gold,PPO,Child-only,Yes,Yes,No,No,No,No,No,No,No,79.0%,GA,PAS001,MIN001,000492,No,No
493,Plan 493,Silver,HMO,Individual,Yes,Yes,No,Yes,No,Yes,No,No,No,67.8%,MI,NCS001,TXN001,000493,No,No
494,Plan 494,Silver,HMO,Family,No,No,Yes,No,No,Yes,No,No,No,78.4%,CA,CAS001,PAN001,000494,No,No
495,Plan 495,Platinum,EPO,Family,No,Yes,No,Yes,Yes,Yes,No,No,Yes,75.6%,OH,ILS001,MIN001,000495,No,No
496,Plan 496,Platinum,PPO,Family,No,Yes,Yes,No,No,Yes,Yes,No,No,75.3%,IL,TXS001,GAN001,000496,Yes,No
497,Plan 497,Bronze,HMO,Child-only,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,81.0%,CA,GAS001,PAN001,000497,Yes,No
498,Plan 498,Gold,EPO,Child-only,No,Yes,No,Yes,Yes,No,No,No,Yes,71.3%,MI,GAS001,MIN001,000498,No,No
499,Plan 499,Platinum,PPO,Child-only,No,No,Yes,No,Yes,No,No,Yes,Yes,65.7%,MI,NCS001,TXN001,000499,Yes,No
500,Plan 500,Gold,PPO,Family,No,No,No,No,Yes,No,No,No,No,88.9%,TX,PAS001,GAN001,000500,No,Yes
501,Plan 501,Silver,HMO,Individual,No,Yes,No,No,No,No,Yes,No,No,65.7%,TX,FLS001,TXN001,000501,No,No
502,Plan 502,Bronze,HMO,Child-only,No,No,No,No,Yes,No,Yes,No,No,71.6%,TX,GAS001,OHN001,000502,No,No
503,Plan 503,Bronze,PPO,Child-only,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,63.3%,PA,GAS001,MIN001,000503,Yes,Yes
504,Plan 504,Silver,HMO,Family,Yes,Yes,No,Yes,Yes,No,No,Yes,No,71.0%,NC,OHS001,CAN001,000504,Yes,No
505,Plan 505,Gold,PPO,Child-only,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,69.1%,NY,NYS001,NCN001,000505,No,No
506,Plan 506,Bronze,EPO,Family,No,Yes,Yes,Yes,No,No,No,No,No,85.9%,CA,CAS001,NCN001,000506,Yes,No
507,Plan 507,Silver,EPO,Family,No,No,No,Yes,Yes,Yes,No,No,No,65.1%,IL,OHS001,FLN001,000507,No,No
508,Plan 508,Platinum,HMO,Individual,No,Yes,Yes,No,Yes,No,No,No,No,85.4%,FL,TXS001,CAN001,000508,No,No
509,Plan 509,Platinum,HMO,Child-only,No,Yes,Yes,Yes,No,Yes,Yes,No,No,67.9%,TX,PAS001,FLN001,000509,No,Yes
510,Plan 510,Platinum,EPO,Individual,Yes,Yes,Yes,No,Yes,Yes,No,No,No,68.9%,TX,ILS001,OHN001,000510,No,Yes
511,Plan 511,Silver,EPO,Child-only,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,83.6%,TX,FLS001,FLN001,000511,Yes,No
512,Plan 512,Bronze,PPO,Child-only,Yes,No,Yes,No,Yes,No,Yes,No,No,65.3%,NC,PAS001,GAN001,000512,No,Yes
513,Plan 513,Bronze,EPO,Family,Yes,Yes,No,Yes,No,No,Yes,No,No,64.0%,FL,FLS001,NCN001,000513,Yes,Yes
514,Plan 514,Bronze,HMO,Family,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,89.9%,TX,NYS001,NYN001,000514,Yes,Yes
515,Plan 515,Silver,PPO,Child-only,No,No,Yes,No,No,No,No,No,Yes,85.2%,FL,CAS001,FLN001,000515,Yes,No
516,Plan 516,Bronze,EPO,Family,Yes,No,No,No,Yes,No,No,Yes,Yes,83.3%,FL,MIS001,NYN001,000516,No,No
517,Plan 517,Gold,HMO,Individual,Yes,No,No,Yes,Yes,Yes,Yes,No,No,68.9%,GA,PAS001,MIN001,000517,No,No
518,Plan 518,Bronze,PPO,Family,Yes,Yes,No,No,Yes,No,Yes,Yes,No,66.3%,CA,GAS001,PAN001,000518,Yes,Yes
519,Plan 519,Bronze,PPO,Child-only,No,Yes,Yes,No,No,No,No,No,Yes,75.4%,IL,FLS001,OHN001,000519,Yes,Yes
520,Plan 520,Gold,EPO,Family,Yes,Yes,Yes,No,Yes,No,No,No,Yes,74.8%,IL,FLS001,GAN001,000520,No,No
521,Plan 521,Platinum,HMO,Child-only,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,60.5%,NY,OHS001,CAN001,000521,No,No
522,Plan 522,Gold,EPO,Child-only,Yes,No,No,Yes,Yes,No,No,No,No,88.9%,MI,MIS001,GAN001,000522,Yes,No
523,Plan 523,Platinum,PPO,Family,Yes,No,No,No,Yes,No,No,Yes,Yes,82.3%,OH,CAS001,NYN001,000523,Yes,No
524,Plan 524,Silver,PPO,Child-only,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,62.2%,TX,NYS001,TXN001,000524,Yes,No
525,Plan 525,Platinum,HMO,Individual,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,75.4%,OH,TXS001,ILN001,000525,Yes,No
526,Plan 526,Platinum,EPO,Child-only,No,Yes,Yes,No,Yes,Yes,No,No,No,67.7%,IL,ILS001,CAN001,000526,Yes,No
527,Plan 527,Silver,EPO,Individual,Yes,No,No,Yes,No,No,Yes,Yes,No,86.0%,IL,OHS001,GAN001,000527,No,Yes
528,Plan 528,Silver,PPO,Child-only,Yes,Yes,No,No,No,No,Yes,No,No,77.0%,TX,FLS001,FLN001,000528,No,No
529,Plan 529,Platinum,HMO,Child-only,Yes,No,Yes,No,Yes,No,Yes,No,No,60.2%,TX,GAS001,CAN001,000529,Yes,Yes
530,Plan 530,Bronze,HMO,Family,Yes,No,No,No,No,Yes,No,Yes,Yes,81.5%,NY,OHS001,CAN001,000530,Yes,Yes
531,Plan 531,Bronze,EPO,Family,No,No,No,Yes,No,Yes,Yes,Yes,No,72.6%,OH,GAS001,MIN001,000531,Yes,Yes
532,Plan 532,Platinum,EPO,Child-only,No,No,No,No,No,No,Yes,No,Yes,86.8%,CA,ILS001,TXN001,000532,Yes,Yes
533,Plan 533,Platinum,PPO,Individual,No,Yes,Yes,No,No,Yes,No,Yes,No,80.8%,FL,TXS001,CAN001,000533,Yes,No
534,Plan 534,Platinum,EPO,Individual,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,72.6%,NY,FLS001,GAN001,000534,No,No
535,Plan 535,Silver,HMO,Family,Yes,Yes,Yes,Yes,Yes,No,No,No,No,61.2%,NY,GAS001,GAN001,000535,No,No
536,Plan 536,Bronze,EPO,Child-only,No,No,No,Yes,Yes,No,Yes,Yes,Yes,65.9%,GA,GAS001,NYN001,000536,No,Yes
537,Plan 537,Gold,PPO,Family,No,Yes,No,Yes,No,No,No,Yes,No,81.6%,MI,TXS001,OHN001,000537,Yes,No
538,Plan 538,Gold,HMO,Child-only,Yes,No,Yes,No,No,Yes,Yes,No,Yes,86.6%,IL,CAS001,NCN001,000538,No,No
539,Plan 539,Platinum,HMO,Child-only,Yes,No,No,No,No,Yes,No,No,No,85.3%,CA,PAS001,CAN001,000539,Yes,No
540,Plan 540,Silver,EPO,Child-only,No,Yes,No,Yes,Yes,Yes,No,Yes,No,85.7%,TX,TXS001,FLN001,000540,Yes,Yes
541,Plan 541,Silver,EPO,Family,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,67.8%,GA,CAS001,TXN001,000541,Yes,No
542,Plan 542,Platinum,EPO,Child-only,Yes,No,No,Yes,No,Yes,Yes,No,Yes,69.3%,TX,MIS001,FLN001,000542,Yes,Yes
543,Plan 543,Platinum,HMO,Individual,No,Yes,No,No,No,No,Yes,Yes,No,76.9%,FL,TXS001,GAN001,000543,Yes,Yes
544,Plan 544,Platinum,EPO,Individual,No,No,Yes,No,Yes,Yes,No,Yes,Yes,63.9%,GA,ILS001,CAN001,000544,No,No
545,Plan 545,Platinum,EPO,Child-only,Yes,No,Yes,Yes,No,No,No,Yes,Yes,85.0%,NY,TXS001,CAN001,000545,No,Yes
546,Plan 546,Gold,HMO,Individual,No,No,Yes,No,Yes,No,Yes,Yes,No,89.1%,MI,NYS001,FLN001,000546,No,No
547,Plan 547,Platinum,PPO,Child-only,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,63.6%,OH,OHS001,FLN001,000547,Yes,Yes
548,Plan 548,Platinum,EPO,Individual,No,No,No,Yes,No,No,Yes,Yes,Yes,85.2%,OH,PAS001,NYN001,000548,No,Yes
549,Plan 549,Bronze,EPO,Family,Yes,No,Yes,No,No,Yes,Yes,No,No,64.5%,CA,PAS001,GAN001,000549,Yes,No
550,Plan 550,Bronze,PPO,Family,Yes,Yes,No,No,Yes,Yes,Yes,No,No,85.0%,IL,FLS001,FLN001,000550,Yes,Yes
551,Plan 551,Bronze,EPO,Child-only,No,No,Yes,Yes,No,Yes,Yes,No,Yes,72.3%,TX,GAS001,OHN001,000551,No,No
